timestamp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,104,105,106,107,108,109,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
2016-04-01 00:00:00,0.0,0.0,0.0,74.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,2.0,52.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,9.0,37.0,0.0,0.0,8.0,51.0,23.0,72.0,0.0,42.0,0.0,0.0,543.0,18.0,166.0,0.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,29.0,3.0,0.0,505.0,2.0,0.0,0.0,0.0,0.0,57.0,43.0,0.0,0.0,0.0,953.0,35.0,0.0,3.0,1.0,0.0,1.0,0.0,119.0,59.0,7.0,328.0,0.0,3.0,1.0,0.0,3.0,0.0,32.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,10.0,437.0,0.0,0.0,0.0,19.0,289.0,542.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,147.0,0.0,6.0,3.0,11.0,1.0,0.0,456.0,2.0,0.0,1.0,0.0,179.0,210.0,0.0,133.0,199.0,275.0,59.0,359.0,20.0,11.0,0.0,672.0,0.0,0.0,61.0,20.0,1.0,0.0,0.0,0.0,1.0,395.0,1.0,0.0,454.0,426.0,440.0,548.0,2.0,91.0,0.0,3.0,0.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,39.0,0.0,0.0,0.0,0.0,333.0,0.0,5.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,201.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,14.0,24.0,0.0,3.0,321.0,750.0,280.0,76.0,127.0,668.0,1.0,123.0,192.0,128.0,166.0,0.0,0.0,0.0,7.0,21.0,0.0,209.0,3.0,0.0,675.0,0.0,0.0,0.0,0.0,0.0,82.0,71.0,2.0,0.0,0.0,5.0,50.0,44.0,177.0,204.0,17.0
2016-04-01 01:00:00,0.0,0.0,0.0,39.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,33.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,8.0,21.0,0.0,1.0,11.0,34.0,20.0,24.0,0.0,28.0,0.0,0.0,347.0,14.0,188.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,19.0,5.0,0.0,346.0,0.0,1.0,2.0,1.0,0.0,42.0,42.0,3.0,0.0,0.0,690.0,32.0,0.0,6.0,5.0,0.0,1.0,2.0,70.0,43.0,2.0,204.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,204.0,0.0,1.0,0.0,0.0,6.0,268.0,0.0,0.0,0.0,23.0,167.0,341.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,1.0,5.0,0.0,12.0,0.0,0.0,337.0,2.0,2.0,0.0,0.0,108.0,23.0,0.0,79.0,133.0,132.0,29.0,255.0,29.0,14.0,0.0,570.0,1.0,0.0,42.0,15.0,0.0,0.0,0.0,0.0,1.0,273.0,0.0,1.0,238.0,242.0,231.0,306.0,0.0,51.0,1.0,8.0,0.0,308.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,25.0,1.0,0.0,0.0,1.0,162.0,0.0,8.0,6.0,2.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,102.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,7.0,27.0,0.0,2.0,280.0,426.0,223.0,40.0,96.0,327.0,0.0,63.0,88.0,88.0,96.0,0.0,1.0,0.0,4.0,10.0,0.0,182.0,3.0,0.0,491.0,1.0,0.0,0.0,0.0,0.0,57.0,76.0,1.0,2.0,0.0,11.0,31.0,18.0,121.0,152.0,10.0
2016-04-01 02:00:00,1.0,0.0,0.0,32.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,18.0,0.0,1.0,7.0,32.0,20.0,15.0,0.0,22.0,0.0,1.0,290.0,5.0,192.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,19.0,0.0,1.0,297.0,2.0,0.0,0.0,0.0,0.0,34.0,26.0,1.0,0.0,0.0,473.0,37.0,0.0,10.0,3.0,0.0,1.0,0.0,36.0,20.0,2.0,198.0,0.0,0.0,2.0,0.0,3.0,0.0,17.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,4.0,163.0,0.0,0.0,0.0,17.0,74.0,256.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,4.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,62.0,1.0,0.0,23.0,76.0,51.0,20.0,121.0,16.0,11.0,0.0,404.0,0.0,0.0,29.0,9.0,1.0,0.0,0.0,0.0,1.0,255.0,0.0,0.0,112.0,139.0,180.0,193.0,0.0,35.0,1.0,7.0,0.0,177.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,128.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,20.0,0.0,2.0,152.0,238.0,136.0,49.0,40.0,200.0,0.0,23.0,48.0,54.0,50.0,0.0,0.0,0.0,3.0,5.0,0.0,103.0,2.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,41.0,34.0,0.0,0.0,0.0,7.0,28.0,13.0,60.0,82.0,21.0
2016-04-01 03:00:00,0.0,0.0,0.0,25.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,14.0,0.0,0.0,2.0,28.0,12.0,9.0,1.0,11.0,0.0,0.0,218.0,4.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,236.0,0.0,0.0,0.0,1.0,0.0,28.0,16.0,2.0,0.0,0.0,283.0,25.0,0.0,4.0,2.0,0.0,0.0,0.0,26.0,13.0,3.0,183.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,115.0,0.0,0.0,0.0,13.0,52.0,121.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,0.0,10.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,42.0,1.0,0.0,34.0,96.0,31.0,24.0,86.0,5.0,7.0,0.0,341.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,165.0,2.0,0.0,83.0,75.0,153.0,171.0,1.0,31.0,1.0,7.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,64.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,5.0,14.0,0.0,2.0,99.0,182.0,126.0,32.0,34.0,101.0,1.0,28.0,40.0,32.0,46.0,0.0,0.0,0.0,1.0,8.0,0.0,114.0,2.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,34.0,42.0,0.0,1.0,0.0,4.0,11.0,12.0,49.0,71.0,6.0
2016-04-01 04:00:00,0.0,0.0,0.0,19.0,0.0,0.0,59.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,21.0,21.0,12.0,0.0,11.0,0.0,1.0,178.0,4.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,5.0,1.0,0.0,174.0,0.0,3.0,0.0,0.0,0.0,27.0,30.0,1.0,0.0,0.0,207.0,20.0,0.0,7.0,1.0,0.0,3.0,0.0,18.0,16.0,2.0,95.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,109.0,0.0,0.0,0.0,8.0,44.0,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,18.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,43.0,7.0,0.0,31.0,97.0,35.0,10.0,40.0,14.0,12.0,0.0,187.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,73.0,95.0,98.0,122.0,0.0,22.0,0.0,5.0,2.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,12.0,6.0,30.0,0.0,3.0,46.0,206.0,104.0,18.0,33.0,70.0,0.0,34.0,39.0,37.0,42.0,0.0,0.0,0.0,0.0,8.0,0.0,38.0,4.0,1.0,142.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,15.0,14.0,25.0,71.0,48.0,7.0
2016-04-01 05:00:00,1.0,0.0,0.0,24.0,0.0,1.0,30.0,0.0,0.0,1.0,1.0,1.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,34.0,26.0,41.0,0.0,6.0,0.0,0.0,236.0,2.0,40.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,13.0,2.0,0.0,103.0,0.0,3.0,0.0,0.0,0.0,37.0,57.0,0.0,0.0,0.0,134.0,9.0,0.0,3.0,4.0,0.0,1.0,0.0,53.0,7.0,0.0,107.0,0.0,1.0,2.0,0.0,4.0,0.0,5.0,0.0,0.0,157.0,0.0,1.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,3.0,71.0,44.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,21.0,1.0,0.0,129.0,0.0,0.0,0.0,0.0,61.0,12.0,0.0,62.0,106.0,76.0,51.0,28.0,10.0,16.0,0.0,68.0,0.0,0.0,43.0,8.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,94.0,123.0,58.0,103.0,1.0,28.0,1.0,3.0,0.0,124.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,178.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,3.0,28.0,0.0,1.0,60.0,118.0,74.0,8.0,54.0,65.0,1.0,88.0,76.0,83.0,102.0,0.0,1.0,0.0,1.0,9.0,0.0,30.0,5.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,14.0,13.0,95.0,98.0,55.0,4.0
2016-04-01 06:00:00,1.0,0.0,0.0,44.0,0.0,0.0,53.0,0.0,0.0,3.0,0.0,0.0,97.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,5.0,0.0,0.0,18.0,68.0,33.0,59.0,0.0,12.0,0.0,0.0,403.0,3.0,91.0,0.0,24.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,28.0,7.0,0.0,198.0,2.0,6.0,2.0,0.0,0.0,72.0,113.0,2.0,0.0,0.0,297.0,11.0,0.0,9.0,1.0,0.0,4.0,0.0,95.0,10.0,2.0,221.0,0.0,0.0,2.0,0.0,7.0,0.0,17.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,6.0,329.0,0.0,0.0,0.0,3.0,164.0,80.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,1.0,0.0,28.0,3.0,0.0,324.0,1.0,1.0,0.0,0.0,185.0,28.0,0.0,195.0,319.0,195.0,146.0,42.0,12.0,13.0,0.0,71.0,0.0,0.0,108.0,22.0,1.0,0.0,0.0,0.0,1.0,73.0,2.0,0.0,190.0,269.0,122.0,154.0,0.0,54.0,0.0,2.0,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,17.0,1.0,0.0,0.0,0.0,664.0,0.0,3.0,5.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,25.0,0.0,29.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,120.0,1.0,49.0,1.0,4.0,157.0,216.0,160.0,11.0,131.0,166.0,0.0,344.0,245.0,242.0,200.0,0.0,1.0,0.0,2.0,31.0,0.0,87.0,5.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,3.0,1.0,0.0,27.0,33.0,236.0,278.0,109.0,3.0
2016-04-01 07:00:00,1.0,0.0,0.0,51.0,0.0,0.0,62.0,0.0,0.0,5.0,0.0,1.0,256.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,5.0,0.0,0.0,33.0,136.0,89.0,139.0,0.0,19.0,0.0,1.0,720.0,3.0,186.0,1.0,39.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,45.0,24.0,0.0,324.0,1.0,7.0,1.0,0.0,0.0,114.0,208.0,0.0,0.0,0.0,420.0,4.0,0.0,7.0,5.0,0.0,0.0,0.0,139.0,43.0,5.0,341.0,0.0,3.0,2.0,0.0,12.0,0.0,22.0,0.0,0.0,452.0,0.0,1.0,0.0,0.0,5.0,515.0,1.0,0.0,0.0,3.0,299.0,127.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,3.0,0.0,12.0,0.0,0.0,266.0,2.0,4.0,1.0,0.0,340.0,161.0,0.0,437.0,612.0,399.0,290.0,93.0,19.0,9.0,0.0,134.0,1.0,0.0,222.0,31.0,0.0,0.0,0.0,0.0,1.0,161.0,2.0,0.0,317.0,451.0,228.0,285.0,2.0,111.0,2.0,10.0,0.0,617.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,0.0,27.0,2.0,0.0,0.0,0.0,808.0,0.0,7.0,6.0,0.0,0.0,0.0,20.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,0.0,58.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,47.0,130.0,6.0,70.0,0.0,5.0,399.0,329.0,285.0,29.0,261.0,386.0,0.0,721.0,557.0,390.0,455.0,0.0,1.0,0.0,4.0,50.0,0.0,221.0,7.0,0.0,311.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,1.0,1.0,0.0,24.0,43.0,504.0,499.0,173.0,2.0
2016-04-01 08:00:00,3.0,0.0,0.0,92.0,0.0,0.0,49.0,0.0,0.0,6.0,0.0,5.0,345.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,1.0,2.0,1.0,0.0,0.0,0.0,52.0,119.0,65.0,210.0,0.0,27.0,0.0,1.0,689.0,6.0,238.0,0.0,49.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,45.0,24.0,0.0,454.0,1.0,0.0,0.0,0.0,0.0,124.0,195.0,0.0,1.0,0.0,444.0,3.0,0.0,11.0,6.0,0.0,1.0,0.0,205.0,55.0,2.0,385.0,0.0,0.0,2.0,0.0,7.0,0.0,18.0,0.0,0.0,436.0,0.0,1.0,0.0,0.0,5.0,656.0,0.0,0.0,0.0,9.0,388.0,173.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,108.0,0.0,4.0,0.0,11.0,1.0,0.0,288.0,1.0,2.0,3.0,0.0,396.0,324.0,0.0,691.0,758.0,576.0,305.0,122.0,20.0,19.0,1.0,112.0,0.0,0.0,269.0,26.0,1.0,0.0,0.0,0.0,2.0,250.0,1.0,0.0,490.0,673.0,350.0,383.0,0.0,136.0,0.0,7.0,1.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,8.0,2.0,0.0,0.0,24.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,41.0,0.0,116.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,82.0,2.0,77.0,0.0,4.0,582.0,426.0,354.0,32.0,417.0,507.0,1.0,941.0,830.0,497.0,529.0,0.0,1.0,0.0,6.0,40.0,0.0,272.0,9.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,3.0,0.0,0.0,12.0,76.0,482.0,600.0,212.0,4.0
